Repo,1,2,3,4,5,6,7,8,9,10
iovisor/bcc,0,0,0,0,0,0,0,0,0,0
phpDocumentor/TypeResolver,16,9,4,4,4,2,2,1,1,1
facebookresearch/mmf,0,0,0,0,0,0,0,0,0,0
platformio/platformio-core,112,94,81,67,52,40,33,28,23,21
RichardKnop/machinery,3,1,0,0,0,0,0,0,0,0
slim-template/slim,1,1,1,1,0,0,0,0,0,0
apache/mxnet,20,20,20,19,19,19,19,19,19,19
TooTallNate/Java-WebSocket,7,7,6,6,6,5,2,1,1,1
openai/spinningup,0,0,0,0,0,0,0,0,0,0
libevent/libevent,13,12,11,11,11,11,11,10,10,9
microsoft/vscode,5,0,0,0,0,0,0,0,0,0
OAI/OpenAPI-Specification,0,0,0,0,0,0,0,0,0,0
Masterminds/glide,32,24,20,18,17,14,13,11,8,7
kriasoft/react-starter-kit,0,0,0,0,0,0,0,0,0,0
cesanta/mongoose,2,1,0,0,0,0,0,0,0,0
slackhq/nebula,10,8,8,7,7,7,7,7,7,7
PointCloudLibrary/pcl,26,17,14,13,13,13,13,12,12,12
jpbruinsslot/slack-term,12,11,8,8,6,5,5,4,4,2
Yelp/dumb-init,12,3,1,0,0,0,0,0,0,0
google/cadvisor,66,53,12,9,9,9,8,8,8,8
evilstreak/markdown-js,1,1,1,1,0,0,0,0,0,0
apache/dubbo-spring-boot-project,8,7,6,6,5,5,4,3,3,3
givanz/VvvebJs,0,0,0,0,0,0,0,0,0,0
GrenderG/Toasty,1,0,0,0,0,0,0,0,0,0
impress/impress.js,9,5,5,5,5,5,5,4,3,3
invertase/react-native-firebase,44,33,28,24,18,13,9,7,6,6
trailofbits/algo,0,0,0,0,0,0,0,0,0,0
apple/swift-corelibs-foundation,0,0,0,0,0,0,0,0,0,0
purescript/purescript,68,58,52,47,38,33,33,32,30,27
keras-team/autokeras,12,10,5,3,2,1,1,1,1,1
HubSpot/vex,14,4,1,1,0,0,0,0,0,0
php-fig/http-message,4,1,1,1,1,1,1,0,0,0
ehazlett/shipyard,4,4,3,2,2,0,0,0,0,0
code4craft/webmagic,20,19,18,15,13,12,11,7,6,5
klange/toaruos,43,40,39,5,4,4,3,2,2,2
CocoaLumberjack/CocoaLumberjack,41,37,34,32,29,28,24,22,20,20
jsonmodel/jsonmodel,2,0,0,0,0,0,0,0,0,0
google-deepmind/mujoco,8,4,2,2,2,1,0,0,0,0
OpenEmu/OpenEmu,0,0,0,0,0,0,0,0,0,0
marmelab/react-admin,245,243,235,227,218,205,193,177,161,139
lpereira/lwan,0,0,0,0,0,0,0,0,0,0
patrickmn/go-cache,0,0,0,0,0,0,0,0,0,0
apple/ml-stable-diffusion,0,0,0,0,0,0,0,0,0,0
google/or-tools,22,18,13,9,5,5,4,4,4,4
gabrielbull/react-desktop,1,1,1,1,0,0,0,0,0,0
postmanlabs/httpbin,0,0,0,0,0,0,0,0,0,0
facebookresearch/ParlAI,21,20,19,19,19,18,18,18,17,16
ninjaprox/NVActivityIndicatorView,27,9,2,0,0,0,0,0,0,0
open-source-parsers/jsoncpp,10,5,2,2,2,2,1,1,1,1
facebook/hhvm,0,0,0,0,0,0,0,0,0,0
imbushuo/mac-precision-touchpad,7,3,2,1,1,1,1,1,1,0
mislav/will_paginate,1,1,1,0,0,0,0,0,0,0
microsoft/MMdnn,7,7,7,7,0,0,0,0,0,0
skylot/jadx,19,19,18,18,18,18,18,18,18,18
ReactiveX/RxAndroid,7,1,1,1,0,0,0,0,0,0
open-mmlab/mmdetection,50,50,47,47,44,43,43,43,42,41
serverless/serverless,345,317,297,259,251,245,220,215,207,183
brendangregg/perf-tools,0,0,0,0,0,0,0,0,0,0
huggingface/accelerate,31,27,24,22,22,22,22,21,21,21
lutris/lutris,1,1,1,0,0,0,0,0,0,0
google/filament,26,10,10,6,5,5,3,2,2,2
naman14/Timber,0,0,0,0,0,0,0,0,0,0
fmtlib/fmt,42,38,35,33,31,28,25,25,24,24
appbaseio/dejavu,35,21,16,12,10,9,9,7,5,3
elastic/elasticsearch-php,49,36,28,23,20,16,14,11,7,4
zetbaitsu/Compressor,2,0,0,0,0,0,0,0,0,0
Netflix/Hystrix,71,55,45,41,30,26,25,19,15,14
kivy/python-for-android,13,13,13,12,12,11,11,11,11,11
Quick/Quick,33,25,20,19,18,16,15,13,13,12
pyenv/pyenv-virtualenv,5,4,4,3,2,2,2,2,2,2
plotly/falcon,12,10,8,8,5,2,2,2,2,2
inorganik/countUp.js,6,1,0,0,0,0,0,0,0,0
bizz84/SwiftyStoreKit,45,30,17,9,6,5,5,5,4,2
vuejs/devtools,72,65,57,49,46,40,37,34,29,26
sysown/proxysql,92,89,86,81,79,78,76,74,73,71
twbs/icons,31,30,29,27,27,25,25,24,22,22
duo-labs/cloudmapper,11,8,7,5,4,3,2,2,2,1
dilame/instagram-private-api,0,0,0,0,0,0,0,0,0,0
google/flexbox-layout,20,15,11,7,3,3,3,2,1,1
digininja/DVWA,0,0,0,0,0,0,0,0,0,0
realm/realm-js,184,144,113,90,71,61,48,41,35,25
benbjohnson/litestream,5,4,4,3,3,3,3,3,2,2
JakeLin/SwiftLanguageWeather,0,0,0,0,0,0,0,0,0,0
leemunroe/responsive-html-email-template,2,1,1,1,0,0,0,0,0,0
42wim/matterbridge,99,83,68,63,59,48,40,34,30,26
pugjs/pug,18,11,4,1,1,1,0,0,0,0
apple/swift-package-manager,0,0,0,0,0,0,0,0,0,0
microsoft/WSL2-Linux-Kernel,1,1,0,0,0,0,0,0,0,0
iSoron/uhabits,9,8,6,5,4,3,3,3,2,2
plouc/nivo,43,41,38,36,29,27,26,25,24,23
containers/podman,104,95,89,79,74,68,65,63,63,62
needim/noty,20,9,4,3,2,2,1,1,0,0
H-M-H/Weylus,0,0,0,0,0,0,0,0,0,0
doctrine/common,36,28,18,16,12,10,8,7,6,6
vuejs/core,3,2,2,2,1,1,1,1,1,1
asaskevich/govalidator,1,1,1,1,1,1,1,1,1,1
HandBrake/HandBrake,10,7,7,7,7,7,7,7,7,5
miguelgrinberg/Flask-SocketIO,0,0,0,0,0,0,0,0,0,0
Netflix/chaosmonkey,0,0,0,0,0,0,0,0,0,0
raphw/byte-buddy,0,0,0,0,0,0,0,0,0,0
nicolargo/glances,33,29,26,26,25,25,24,24,23,20
sindresorhus/execa,30,22,14,6,4,4,3,3,3,3
resque/resque,8,8,6,5,5,5,5,3,3,2
google/grafika,0,0,0,0,0,0,0,0,0,0
facebook/folly,0,0,0,0,0,0,0,0,0,0
valor-software/ngx-bootstrap,99,99,85,81,77,75,63,59,39,38
tensorflow/tfjs,87,83,81,80,78,78,75,73,71,69
UnityTechnologies/open-project-1,0,0,0,0,0,0,0,0,0,0
cloudwu/skynet,1,0,0,0,0,0,0,0,0,0
aboul3la/Sublist3r,1,1,1,1,0,0,0,0,0,0
hrsh7th/nvim-cmp,0,0,0,0,0,0,0,0,0,0
liamg/traitor,3,1,0,0,0,0,0,0,0,0
aurelia/framework,44,42,24,22,16,16,9,9,7,6
ducksboard/gridster.js,0,0,0,0,0,0,0,0,0,0
brendangregg/FlameGraph,1,1,1,1,1,1,1,1,1,0
dropzone/dropzone,18,6,5,5,4,4,2,2,2,1
probml/pyprobml,0,0,0,0,0,0,0,0,0,0
processone/ejabberd,4,4,4,4,4,4,4,4,3,3
Raathigesh/majestic,10,7,6,3,2,2,2,1,0,0
restsharp/RestSharp,19,15,14,13,8,7,6,5,4,4
shadowsocks/shadowsocks-iOS,0,0,0,0,0,0,0,0,0,0
hashicorp/nomad,127,105,98,92,87,82,80,76,74,71
kubernetes/dashboard,41,35,31,29,26,23,20,19,18,17
cure53/DOMPurify,11,1,1,1,1,0,0,0,0,0
Tapadoo/Alerter,0,0,0,0,0,0,0,0,0,0
micropython/micropython,9,7,6,4,3,1,1,1,0,0
NationalSecurityAgency/ghidra,0,0,0,0,0,0,0,0,0,0
hiloteam/Hilo,25,25,17,14,9,8,4,4,4,4
citusdata/citus,0,0,0,0,0,0,0,0,0,0
IvanGoncharov/graphql-voyager,6,4,4,4,4,4,4,3,3,3
jesseduffield/lazygit,107,79,64,53,50,46,42,38,31,29
dylanaraps/pywal,7,2,1,0,0,0,0,0,0,0
ionic-team/ionicons,38,28,16,10,6,6,5,3,3,3
ytdl-org/youtube-dl,315,302,294,281,267,254,240,221,195,173
FormidableLabs/victory,91,38,23,18,17,14,13,12,10,10
mopidy/mopidy,7,6,5,4,4,3,2,2,2,2
RestKit/RestKit,6,4,2,2,2,1,1,0,0,0
google/tink,7,0,0,0,0,0,0,0,0,0
vysheng/tg,0,0,0,0,0,0,0,0,0,0
ntop/ntopng,0,0,0,0,0,0,0,0,0,0
mattn/go-sqlite3,2,2,2,2,2,2,2,2,2,2
angular/components,404,404,403,398,376,375,369,369,349,346
OptimalBits/bull,64,64,27,3,2,1,1,1,1,1
callmecavs/layzr.js,1,0,0,0,0,0,0,0,0,0
spring-projects/spring-security,158,149,147,143,139,136,133,131,126,123
andlabs/libui,3,0,0,0,0,0,0,0,0,0
ekzhang/bore,7,6,5,5,3,2,1,1,1,1
PeterL1n/RobustVideoMatting,0,0,0,0,0,0,0,0,0,0
lwouis/alt-tab-macos,0,0,0,0,0,0,0,0,0,0
npm/cli,468,468,416,347,320,294,269,253,228,214
borisdayma/dalle-mini,2,2,2,2,2,2,2,2,2,2
H07000223/FlycoTabLayout,0,0,0,0,0,0,0,0,0,0
mifi/lossless-cut,36,32,27,22,20,18,16,12,11,11
jart/blink,1,1,1,1,1,1,1,1,1,1
hirak/prestissimo,29,9,2,1,1,1,1,1,0,0
dokku/dokku,243,203,179,160,148,137,127,117,105,97
kimmobrunfeldt/progressbar.js,2,1,1,1,1,0,0,0,0,0
mrdoob/three.js,87,86,86,86,86,86,86,86,86,86
sindresorhus/pure,34,29,14,13,11,7,5,5,4,4
Dreamacro/clash,41,38,33,28,25,19,9,8,8,5
assimp/assimp,21,19,19,19,19,18,15,14,13,13
PCSX2/pcsx2,2889,4,0,0,0,0,0,0,0,0
encode/httpx,38,32,23,22,15,14,11,8,8,7
eclipse/che,52,49,45,40,34,32,28,24,20,20
facebook/rocksdb,47,24,16,12,10,9,4,4,3,3
octobercms/october,0,0,0,0,0,0,0,0,0,0
soimort/you-get,42,42,8,4,2,2,1,0,0,0
AudioKit/AudioKit,4,1,1,1,1,1,1,1,1,1
ether/etherpad-lite,10,6,2,2,1,1,1,1,0,0
klzgrad/naiveproxy,26,3,1,1,1,0,0,0,0,0
valinet/ExplorerPatcher,224,215,190,175,162,159,149,136,122,109
micro/micro,44,33,26,24,22,21,21,21,21,20
hashicorp/raft,11,8,4,0,0,0,0,0,0,0
go-swagger/go-swagger,38,36,35,35,34,34,34,34,33,33
hql287/Manta,4,4,3,3,3,3,2,2,2,2
knadh/listmonk,28,24,24,24,24,21,21,21,20,20
i-tu/Hasklig,2,2,1,1,0,0,0,0,0,0
flarum/flarum,7,5,2,2,1,1,1,1,1,1
Netflix/zuul,2,2,2,1,0,0,0,0,0,0
google/re2,0,0,0,0,0,0,0,0,0,0
doctrine/collections,25,17,11,8,7,6,6,6,5,4
jquery/jquery-ui,0,0,0,0,0,0,0,0,0,0
MichaelMure/git-bug,6,6,6,3,3,2,1,1,1,1
sheerun/vim-polyglot,44,36,28,27,21,19,17,17,15,15
seanmonstar/warp,6,5,3,3,3,2,2,2,2,2
elastic/logstash,0,0,0,0,0,0,0,0,0,0
dataarts/dat.gui,10,7,4,4,4,1,0,0,0,0
containers/skopeo,17,12,8,6,6,6,5,5,5,4
moq/moq4,38,26,23,20,18,14,13,12,12,12
tiangolo/typer,24,21,19,15,13,11,8,4,4,4
esimov/caire,7,1,1,0,0,0,0,0,0,0
espressif/arduino-esp32,41,41,40,39,39,39,38,36,36,36
developit/mitt,7,6,3,2,0,0,0,0,0,0
hashicorp/terraform,181,159,135,125,111,98,81,72,60,56
balena-io/etcher,103,41,31,28,6,3,2,2,1,1
Automattic/mongoose,105,105,101,96,91,86,82,74,66,64
atlassian/react-beautiful-dnd,65,56,46,40,33,27,27,22,21,19
SBoudrias/Inquirer.js,21,6,3,3,1,0,0,0,0,0
eslint/eslint,302,300,296,291,283,277,272,266,263,258
grafana/k6,51,46,43,41,37,37,36,33,32,32
howdyai/botkit,5,1,0,0,0,0,0,0,0,0
dmytrodanylyk/circular-progress-button,2,2,2,2,2,2,2,2,2,2
pandas-dev/pandas,9,6,6,2,2,0,0,0,0,0
aFarkas/html5shiv,0,0,0,0,0,0,0,0,0,0
stefanprodan/dockprom,0,0,0,0,0,0,0,0,0,0
spf13/afero,7,4,3,2,2,2,0,0,0,0
facebook/jscodeshift,30,17,10,5,3,2,2,2,1,1
microsoft/reactxp,5,2,1,1,1,1,1,1,1,0
openssl/openssl,0,0,0,0,0,0,0,0,0,0
muaz-khan/RecordRTC,38,19,14,9,7,3,2,2,2,2
deviantony/docker-elk,4,3,3,3,3,3,3,3,0,0
roots/bedrock,57,25,20,10,7,4,2,1,1,1
Bearded-Hen/Android-Bootstrap,0,0,0,0,0,0,0,0,0,0
shadowsocks/shadowsocks,0,0,0,0,0,0,0,0,0,0
IanLunn/Hover,0,0,0,0,0,0,0,0,0,0
tsl0922/ttyd,23,23,21,20,19,17,16,15,14,14
airbnb/mavericks,26,20,16,8,7,5,4,3,2,1
phar-io/manifest,0,0,0,0,0,0,0,0,0,0
locustio/locust,80,63,49,41,32,27,22,21,20,16
mholt/PapaParse,4,2,1,0,0,0,0,0,0,0
NorthwoodsSoftware/GoJS,2,1,0,0,0,0,0,0,0,0
sj26/mailcatcher,10,7,5,4,3,2,2,2,2,2
tuupola/lazyload,1,1,1,1,0,0,0,0,0,0
kubernetes/ingress-nginx,73,56,46,41,37,32,27,26,26,26
RicoSuter/NSwag,52,34,24,17,15,13,13,11,9,6
billryan/resume,0,0,0,0,0,0,0,0,0,0
HIPS/autograd,0,0,0,0,0,0,0,0,0,0
1N3/Sn1per,1,0,0,0,0,0,0,0,0,0
microsoft/VFSForGit,9,8,6,5,5,4,4,2,1,1
julienschmidt/httprouter,1,1,1,1,1,1,1,1,1,0
apache/dolphinscheduler,45,44,44,42,41,41,41,40,39,38
WickyNilliams/headroom.js,0,0,0,0,0,0,0,0,0,0
imagemin/imagemin,6,5,2,2,1,1,1,0,0,0
capstone-engine/capstone,7,6,6,6,4,4,4,4,4,4
insin/nwb,63,38,30,25,23,20,18,16,14,12
stanfordnlp/GloVe,0,0,0,0,0,0,0,0,0,0
frohoff/ysoserial,0,0,0,0,0,0,0,0,0,0
iperov/DeepFaceLab,1,1,0,0,0,0,0,0,0,0
Hacker0x01/react-datepicker,33,22,18,14,13,10,9,9,6,5
lucidrains/DALLE-pytorch,0,0,0,0,0,0,0,0,0,0
crazycodeboy/react-native-splash-screen,7,6,5,3,3,2,2,1,1,0
riccardoscalco/textures,3,2,1,1,1,1,1,1,1,1
sdispater/pendulum,6,5,4,4,4,4,4,2,2,2
TerryCavanagh/VVVVVV,0,0,0,0,0,0,0,0,0,0
uNetworking/uWebSockets,11,9,8,5,3,3,2,2,2,2
Grsmto/simplebar,18,13,11,7,4,2,2,1,1,1
api-platform/api-platform,11,8,5,3,3,3,2,2,2,2
desandro/imagesloaded,3,1,1,1,1,1,1,1,0,0
gorakhargosh/watchdog,33,28,22,17,13,7,5,3,3,3
prisma/prisma,161,133,119,110,105,102,101,99,99,98
vi/websocat,4,0,0,0,0,0,0,0,0,0
michaelvillar/dynamics.js,1,1,1,0,0,0,0,0,0,0
google/sentencepiece,1,1,1,1,0,0,0,0,0,0
plotly/dash,62,53,47,44,43,38,34,29,27,25
nopSolutions/nopCommerce,0,0,0,0,0,0,0,0,0,0
longld/peda,0,0,0,0,0,0,0,0,0,0
JetBrains/compose-multiplatform,27,25,25,21,21,21,15,13,12,11
myliang/x-spreadsheet,2,1,0,0,0,0,0,0,0,0
tealeg/xlsx,8,5,4,3,1,1,1,1,1,1
mgonto/restangular,2,2,2,2,2,2,2,2,2,2
auduno/clmtrackr,4,4,1,1,0,0,0,0,0,0
sindresorhus/got,121,101,75,65,51,39,32,29,23,23
wilsonpage/fastdom,0,0,0,0,0,0,0,0,0,0
apprenticeharper/DeDRM_tools,1,1,1,0,0,0,0,0,0,0
dpkp/kafka-python,18,18,17,16,15,15,15,14,14,13
OctoPrint/OctoPrint,129,119,100,86,71,65,61,56,49,46
bda-research/node-crawler,2,1,0,0,0,0,0,0,0,0
codertimo/BERT-pytorch,0,0,0,0,0,0,0,0,0,0
greenrobot/EventBus,3,2,1,1,1,1,1,0,0,0
jaredpalmer/tsdx,42,37,35,33,32,30,26,24,22,20
FredKSchott/snowpack,65,55,43,38,32,31,28,23,20,18
jaywcjlove/hotkeys-js,68,60,41,30,24,18,12,10,8,8
VincentGarreau/particles.js,0,0,0,0,0,0,0,0,0,0
vercel/vercel,1133,689,485,362,275,225,184,151,134,124
russross/blackfriday,5,5,3,3,3,3,3,3,2,1
Delgan/loguru,17,13,12,6,5,5,5,5,5,4
keybase/client,2,0,0,0,0,0,0,0,0,0
wader/fq,18,18,18,18,18,18,18,18,18,18
dropbox/zxcvbn,1,0,0,0,0,0,0,0,0,0
roughike/BottomBar,2,1,1,1,1,1,1,0,0,0
antlr/antlr4,27,25,25,24,23,23,23,23,23,21
Squirrel/Squirrel.Windows,43,28,19,14,7,2,1,0,0,0
jwtk/jjwt,0,0,0,0,0,0,0,0,0,0
lecho/hellocharts-android,4,1,0,0,0,0,0,0,0,0
ansible-semaphore/semaphore,75,59,46,43,38,32,29,27,25,21
jgraph/drawio-desktop,32,22,11,7,4,2,2,0,0,0
tensorflow/models,3,1,0,0,0,0,0,0,0,0
kamranahmedse/driver.js,6,3,2,2,0,0,0,0,0,0
FreshRSS/FreshRSS,46,31,30,29,27,27,26,26,26,23
symfony/finder,37,9,5,3,2,2,1,1,1,1
samratashok/nishang,0,0,0,0,0,0,0,0,0,0
visualfc/liteide,7,3,0,0,0,0,0,0,0,0
lancedikson/bowser,14,13,3,3,2,2,2,1,1,0
Anuken/Mindustry,0,0,0,0,0,0,0,0,0,0
abiosoft/colima,26,20,16,15,12,10,10,10,10,9
microsoft/react-native-code-push,28,15,10,7,5,3,2,2,2,2
lmenezes/cerebro,1,1,1,1,1,1,1,1,1,1
open-falcon/falcon-plus,2,2,2,2,2,2,2,2,2,2
chalk/chalk,25,20,9,7,6,6,6,6,4,4
redis/redis,52,45,40,35,30,29,28,26,24,23
Netflix/fast_jsonapi,1,1,1,1,1,1,1,0,0,0
objective-see/LuLu,17,13,9,5,3,0,0,0,0,0
fontforge/fontforge,9,7,4,3,3,3,3,3,2,2
lightningnetwork/lnd,99,46,42,40,39,38,38,37,37,36
iamkun/dayjs,115,115,88,72,65,64,56,53,49,43
sindresorhus/screenfull,14,5,1,1,1,0,0,0,0,0
matthewmueller/x-ray,1,0,0,0,0,0,0,0,0,0
PatrickJS/MFE-starter,0,0,0,0,0,0,0,0,0,0
ptmt/react-native-macos,5,5,5,5,5,3,2,2,2,2
t4t5/sweetalert,2,1,1,1,1,1,1,0,0,0
airbnb/lottie-android,19,13,10,9,6,5,4,3,3,3
facebookincubator/SocketRocket,0,0,0,0,0,0,0,0,0,0
Masterminds/squirrel,3,2,2,2,1,1,0,0,0,0
microsoft/cascadia-code,13,12,10,10,9,7,6,5,5,5
signalapp/Signal-iOS,7,0,0,0,0,0,0,0,0,0
google/gson,6,6,6,5,5,5,5,5,5,4
AI4Finance-Foundation/FinRL,0,0,0,0,0,0,0,0,0,0
redis/go-redis,11,10,8,7,5,5,5,3,3,3
gogo/protobuf,3,2,2,1,1,0,0,0,0,0
chrisbanes/cheesesquare,0,0,0,0,0,0,0,0,0,0
facebook/lexical,31,31,29,29,28,27,24,23,21,20
umano/AndroidSlidingUpPanel,0,0,0,0,0,0,0,0,0,0
uber/cadence,72,67,58,58,54,52,47,47,46,46
segmentio/kafka-go,20,16,15,14,12,11,10,10,7,6
jverdi/JVFloatLabeledTextField,0,0,0,0,0,0,0,0,0,0
php-fig/container,2,0,0,0,0,0,0,0,0,0
Y2Z/monolith,0,0,0,0,0,0,0,0,0,0
strongloop/loopback,2,2,2,2,2,2,2,2,2,1
msiemens/tinydb,8,4,3,2,1,0,0,0,0,0
stephencelis/SQLite.swift,4,4,2,1,1,1,0,0,0,0
flask-restful/flask-restful,0,0,0,0,0,0,0,0,0,0
babysor/MockingBird,0,0,0,0,0,0,0,0,0,0
juliangarnier/anime,11,10,8,8,8,7,5,5,5,3
tymondesigns/jwt-auth,17,7,5,4,2,1,0,0,0,0
cloudflare/cfssl,9,9,9,9,9,9,9,9,9,9
adobe-fonts/source-code-pro,7,3,3,3,3,2,2,1,1,0
hajimehoshi/ebiten,4,3,2,2,2,2,2,2,2,0
snare/voltron,0,0,0,0,0,0,0,0,0,0
mde/ejs,4,1,1,1,1,1,1,0,0,0
vercel/satori,54,54,54,26,8,7,7,5,4,4
groue/GRDB.swift,1,1,1,0,0,0,0,0,0,0
moroshko/react-autosuggest,31,9,4,1,1,1,0,0,0,0
jarun/buku,7,3,3,3,2,1,1,1,1,1
Jguer/yay,44,32,31,25,22,20,20,19,19,18
gregberge/svgr,66,66,55,42,38,36,32,27,23,18
onevcat/Kingfisher,146,88,55,30,19,10,5,3,3,3
nuysoft/Mock,7,4,3,0,0,0,0,0,0,0
aksonov/react-native-router-flux,8,5,3,2,1,1,1,1,1,1
reduxjs/redux-toolkit,93,73,62,53,41,35,31,25,21,19
peachananr/onepage-scroll,0,0,0,0,0,0,0,0,0,0
vikmeup/SCLAlertView-Swift,0,0,0,0,0,0,0,0,0,0
ant-design/ant-design,501,489,456,449,420,418,387,386,363,357
postcss/autoprefixer,41,36,36,10,6,2,2,2,2,2
dimsemenov/PhotoSwipe,14,7,3,3,1,1,1,1,1,1
AlDanial/cloc,4,0,0,0,0,0,0,0,0,0
odeke-em/drive,41,38,36,33,30,28,26,26,23,22
stretchr/testify,4,4,4,4,4,4,4,4,3,3
LMMS/lmms,18,17,16,16,16,16,16,16,16,14
wsdjeg/vim-galore-zh_cn,0,0,0,0,0,0,0,0,0,0
Nickersoft/push.js,4,3,3,1,1,0,0,0,0,0
matterport/Mask_RCNN,0,0,0,0,0,0,0,0,0,0
symfony/process,60,10,5,5,5,5,5,4,4,4
gogs/gogs,65,64,64,61,58,56,54,48,44,42
openai/openai-python,29,25,18,17,14,9,9,9,9,8
lz4/lz4,14,9,4,3,3,3,3,2,2,2
krallin/tini,11,3,0,0,0,0,0,0,0,0
nikic/PHP-Parser,19,11,4,1,0,0,0,0,0,0
springfox/springfox,12,12,12,12,12,12,12,12,11,11
microsoft/qlib,18,18,17,17,17,17,17,17,16,14
bobthecow/psysh,5,0,0,0,0,0,0,0,0,0
gorilla/mux,13,13,11,10,9,9,9,8,7,7
mledoze/countries,13,8,5,4,3,3,2,2,1,1
sindresorhus/fkill-cli,6,4,1,0,0,0,0,0,0,0
priyankavergadia/google-cloud-4-words,1,0,0,0,0,0,0,0,0,0
johnkerl/miller,47,29,26,21,19,16,15,12,12,11
oclif/oclif,396,395,270,93,70,34,27,18,14,9
shadowsocks/shadowsocks-windows,26,21,12,10,9,6,4,3,2,2
microsoft/react-native-windows,376,257,143,95,65,44,29,22,16,14
SonarSource/sonarqube,11,11,0,0,0,0,0,0,0,0
reactjs/react-transition-group,27,27,26,7,2,2,1,0,0,0
junegunn/fzf,8,6,3,1,0,0,0,0,0,0
gperftools/gperftools,16,8,3,3,2,1,0,0,0,0
shutterstock/rickshaw,0,0,0,0,0,0,0,0,0,0
fideloper/TrustedProxy,9,3,1,0,0,0,0,0,0,0
yujincheng08/BiliRoaming,5,4,1,0,0,0,0,0,0,0
KeepSafe/TapTargetView,20,18,17,17,14,13,12,11,9,8
SnapKit/SnapKit,3,3,3,2,1,0,0,0,0,0
rails-api/active_model_serializers,0,0,0,0,0,0,0,0,0,0
zenoamaro/react-quill,12,4,4,3,2,1,1,0,0,0
fulldecent/system-bus-radio,0,0,0,0,0,0,0,0,0,0
rack/rack-attack,17,8,4,3,2,2,1,1,1,1
thoughtbot/administrate,25,23,20,19,19,19,19,18,18,18
flutter/flutter,3,3,3,3,3,3,3,3,3,3
TechEmpower/FrameworkBenchmarks,4,4,0,0,0,0,0,0,0,0
tidwall/tile38,83,76,70,63,56,46,38,33,28,24
smartystreets/goconvey,7,5,4,4,4,3,3,3,3,1
apache/beam,31,31,31,14,12,12,11,11,10,10
containers/buildah,39,22,18,11,8,6,6,6,6,6
asciimoo/wuzz,0,0,0,0,0,0,0,0,0,0
prevwong/craft.js,23,10,6,3,3,2,1,1,1,1
zsh-users/zsh-completions,0,0,0,0,0,0,0,0,0,0
wangyu-/udp2raw,11,4,1,0,0,0,0,0,0,0
symfony/event-dispatcher,30,7,3,2,2,2,2,2,1,1
fogleman/Craft,0,0,0,0,0,0,0,0,0,0
ccgus/fmdb,1,1,1,0,0,0,0,0,0,0
WebAssembly/wabt,3,0,0,0,0,0,0,0,0,0
Yalantis/Koloda,0,0,0,0,0,0,0,0,0,0
syncthing/syncthing,338,308,292,268,246,224,203,173,142,122
jessepollak/card,5,1,0,0,0,0,0,0,0,0
iovisor/bpftrace,22,16,15,15,15,15,15,15,15,15
sarcadass/granim.js,0,0,0,0,0,0,0,0,0,0
oldj/SwitchHosts,31,19,16,11,8,5,4,3,3,3
microsoft/azuredatastudio,84,77,72,71,68,67,67,40,36,28
gilbarbara/react-joyride,54,42,34,22,13,8,5,5,5,4
BurntSushi/xsv,0,0,0,0,0,0,0,0,0,0
exelban/stats,163,144,120,91,69,48,34,23,14,3
rust-lang/rustlings,33,6,5,5,5,5,3,1,1,0
smicallef/spiderfoot,0,0,0,0,0,0,0,0,0,0
nodemailer/nodemailer,2,2,1,1,0,0,0,0,0,0
baldurk/renderdoc,29,27,26,21,21,21,20,20,20,16
rey5137/material,0,0,0,0,0,0,0,0,0,0
zsh-users/antigen,28,28,26,25,22,20,17,15,11,10
versatica/mediasoup,14,2,1,0,0,0,0,0,0,0
OJ/gobuster,2,2,1,1,1,1,1,1,1,1
valyala/fasthttp,53,51,50,46,44,42,40,38,37,35
jart/cosmopolitan,12,12,11,9,8,7,7,7,7,6
graphql/graphql-playground,40,29,23,18,15,14,13,13,11,9
dotnet/core,2,1,1,0,0,0,0,0,0,0
halide/Halide,14,11,8,8,8,8,8,8,8,8
mobxjs/mobx,91,89,82,44,25,21,14,11,9,9
BrowserSync/browser-sync,31,22,18,15,12,11,6,6,5,5
stylus/stylus,10,6,5,5,4,1,1,1,1,1
jgilfelt/SystemBarTint,0,0,0,0,0,0,0,0,0,0
myclabs/DeepCopy,29,13,3,2,1,1,1,1,1,1
docker/docker-ce,122,122,122,122,120,120,120,120,120,120
robbiehanson/CocoaAsyncSocket,11,10,8,6,5,3,2,1,0,0
majodev/google-webfonts-helper,2,2,2,1,0,0,0,0,0,0
dotnet/orleans,115,101,91,85,84,78,72,69,68,67
twbs/bootstrap,60,46,43,42,41,40,40,40,40,40
serbanghita/Mobile-Detect,0,0,0,0,0,0,0,0,0,0
yujiosaka/headless-chrome-crawler,0,0,0,0,0,0,0,0,0,0
red/red,0,0,0,0,0,0,0,0,0,0
dtm-labs/dtm,18,8,0,0,0,0,0,0,0,0
iview/iview-admin,18,17,14,14,10,10,9,9,8,8
goldfire/howler.js,21,20,18,13,10,9,6,4,2,2
FastLED/FastLED,3,2,2,1,0,0,0,0,0,0
guzzle/guzzle,12,10,8,6,4,4,3,2,1,1
mozilla/mozjpeg,2,1,1,1,0,0,0,0,0,0
Shopify/draggable,4,4,4,2,2,2,1,1,1,1
google/EarlGrey,36,36,6,2,0,0,0,0,0,0
nodejs/node-gyp,11,11,11,11,11,10,9,8,8,7
NaturalNode/natural,0,0,0,0,0,0,0,0,0,0
